id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
321802,Arte e vista em Santa Teresa- Rio,1572599,Marilia,,Santa Teresa,-22.92661,-43.19146,Private room,1000,2,22,2020-11-13,0.23,1,348,0,
47200288,Joie Joá (mansão mais linda da Joatinga 🦋❤️),894049,Janara,,Joá,-23.01687,-43.29665,Entire home/apt,8000,1,0,,,11,355,0,
39651970,Rio069 - Beautiful 3 bedroom penthouse in Ipanema,22805631,Latin Exclusive,,Ipanema,-22.9885,-43.19455,Entire home/apt,5519,1,0,,,46,364,0,
178833,Penthouse #1! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.98026,-43.19109,Private room,199,7,113,2022-04-23,0.85,3,266,4,
49246001,Apartamento frente mar para a praia de Ipanema e pedra do Arpoador.,8975746,Maria,,Ipanema,-22.98873,-43.19334,Entire home/apt,5900,1,0,,,71,235,0,
322004,THE BEST OF IPANEMA I - ONE BEDROOM,1648634,Jose,,Ipanema,-22.98531,-43.20082,Entire home/apt,269,4,207,2022-06-07,1.67,8,192,19,
323213,Quarto aconchegante em Ipanema.,1603013,Giane,,Ipanema,-22.98123,-43.19865,Private room,155,3,14,2022-02-11,0.14,2,352,1,
178951,Penthouse #2! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.98068,-43.191158,Entire home/apt,147,5,95,2022-05-10,0.72,3,217,10,
181138,"Stunning penthouse with ocean view and panoramic terrace, beach one minute away.",868175,Yann,,Copacabana,-22.98467,-43.19166,Entire home/apt,1110,5,71,2022-06-05,0.54,1,272,7,
324324,Wonderful location in Copacabana!,1659441,Valéria,,Copacabana,-22.96488,-43.17707,Entire home/apt,189,3,115,2022-05-08,0.93,1,218,15,
324541,NEW WORLD INDEPENDENT LODGINGS - RJ,1641925,Charles,,Botafogo,-22.94264,-43.18865,Private room,1807,3,6,2015-11-09,0.05,3,365,0,
324679,Rio from the hill!,496656,Marcia  Longras,,Botafogo,-22.94231,-43.18528,Private room,188,5,13,2018-09-04,0.12,9,364,0,
324827,duino`s house in Rio de Janeiro,1622624,Edwin,,Vargem Grande,-23.00075,-43.50841,Shared room,412,1,0,,,1,365,0,
326205,Copa Penthouse Red & White Suite,1603206,Bob,,Copacabana,-22.96825,-43.18237,Entire home/apt,140,3,128,2022-05-01,1.03,5,282,20,
11174621,condo fco ota 307,4307081,Nereu A,,Ipanema,-22.98866,-43.19368,Entire home/apt,620,1,0,,,56,365,0,
12265728,Almost the Fasano Hotel,10519298,Maria Lúcia,,Ipanema,-22.98879,-43.1931,Entire home/apt,165,2,39,2022-05-03,0.52,1,275,13,
186604,Private room in downtown Rio,896919,Mauro,,Centro,-22.90544,-43.19471,Private room,620,3,0,,,1,365,0,
52320949,ESPETACULAR 3 quartos frente praia COPACABANA 6,406354831,Sheila,,Copacabana,-22.98362,-43.18892,Entire home/apt,651,3,6,2022-04-11,0.78,7,72,6,
53344884,Suntuoso apartamento em Copacabana posto 6,431412286,Carlos Henrique,,Copacabana,-22.98299,-43.18904,Entire home/apt,1500,3,0,,,10,365,0,
326575,A COPACABANA 2 Bedroom  BEACH BLOCK,1668565,Maria José,,Copacabana,-22.97696,-43.18933,Entire home/apt,236,3,207,2022-04-25,1.66,1,304,10,
188155,Copacabana - 2 rooms - Carnival available,617333,Luis,,Copacabana,-22.96775,-43.18457,Entire home/apt,200,2,53,2022-05-24,0.41,3,145,20,
190906,Charmoso apartamento na praia de Ipanema,823800,Rafaella,,Ipanema,-22.98057,-43.1995,Entire home/apt,215,4,171,2022-04-17,1.30,19,233,6,
327375,2BR Cosy Apt w/Pool in Santa Teresa,1673501,Josy,,Santa Teresa,-22.92129,-43.18193,Entire home/apt,3960,1,12,2020-02-25,0.10,4,365,0,
191955,bedroom suite,929229,Arlete,,Humaitá,-22.95644,-43.19992,Private room,164,5,2,2022-01-03,0.03,2,364,1,
328626,OLYMPIC GAMES 2016 - in Rio de Janeiro,1675497,Priscila,,Santa Teresa,-22.92286,-43.1879,Entire home/apt,1250,20,1,2012-02-21,0.01,1,365,0,
2370166,2BDR IPANEMA EXPERiENCE,12109497,Rosiris,,Ipanema,-22.9887,-43.19311,Entire home/apt,440,7,7,2020-02-29,0.07,1,57,0,
30911059,Apart. p/ temp. na quadra da praia de Copacabana,231004712,Ângeli,,Copacabana,-22.98239,-43.1889,Entire home/apt,1799,7,0,,,1,90,0,
193317,Bedroom Ipanema 1 block from beach,937397,Adriano,,Ipanema,-22.98467,-43.19714,Private room,108,3,185,2022-05-26,1.61,4,124,4,
196312,Flat between Copacabana & Ipanema,955720,Priscilla,,Copacabana,-22.98357,-43.19408,Entire home/apt,180,2,76,2020-01-05,0.58,1,18,0,
34272379,Beautiful terrace facing the beach of Copacabana !,1537641,Gilles,,Copacabana,-22.97747,-43.1874,Private room,500,1,1,2019-10-06,0.03,10,362,0,
329615,Private room in big nice house,1416853,Maria,,Jardim Botânico,-22.96547,-43.23666,Private room,1033,1,0,,,1,365,0,
198646,COME SPEND THE BEST PLACE IN RIO!!!,969822,Lucia,,Marechal Hermes,-22.8607,-43.36681,Private room,126,1,6,2017-11-26,0.05,2,362,0,
330146,independent room within nature,1683850,Giselle & Jorge,,Recreio dos Bandeirantes,-23.02176,-43.51962,Private room,200,2,0,,,1,365,0,
16380608,O charme de Copacabana,21822222,Maria,,Copacabana,-22.9778,-43.18717,Entire home/apt,250,3,120,2022-06-20,1.79,1,336,25,
198665,Comfort and safety on your trip,969899,Josevalda,,Jardim Botânico,-22.96055,-43.22285,Private room,465,3,6,2016-08-16,0.05,1,365,0,
331088,Leblon Beach /Gávea The Best placee,530231,Yaya,,Leblon,-22.9789,-43.22399,Private room,108,1,47,2022-05-23,0.37,5,351,2,
200568,30m of Ipa Beach,980805,Henrique,,Ipanema,-22.98586,-43.19411,Entire home/apt,100,28,189,2022-03-11,1.48,8,49,5,
331199,BOTAFOGO BEACH | BUNKBED ROOM,1689028,Leo,,Botafogo,-22.94351,-43.18324,Private room,120,3,106,2020-01-02,0.85,2,351,0,
332150,"GREAT VIEW -Santa Teresa- GUESTHOUSE ""Casa 48""  #2",406989,Casa 48 Guesthouse,,Santa Teresa,-22.92879,-43.19474,Private room,170,1,69,2020-01-05,0.59,6,361,0,
332151,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #3",406989,Casa 48 Guesthouse,,Santa Teresa,-22.92691,-43.19309,Private room,170,1,35,2020-01-23,0.34,6,361,0,
201308,"Nice area,  safe,clean and central",984392,Mrs. Cindy,,Laranjeiras,-22.93595,-43.18791,Private room,774,3,2,2016-02-12,0.02,1,365,0,
333305,Copacabana Apartment Block Beach,1698297,Rodrigo,,Copacabana,-22.97009,-43.18231,Entire home/apt,2478,2,4,2016-08-24,0.05,1,363,0,
337345,Gorgeous beachfront suitable bar,1714680,Katiuscia,,Barra da Tijuca,-23.01147,-43.36394,Private room,2577,1,0,,,1,365,0,
53850019,"Belo apto em Copa, linda vista em frente ao mar.",173357710,Silvania,,Copacabana,-22.97899,-43.1884,Entire home/apt,370,1,5,2022-06-18,1.01,4,76,5,
202778,Best Studio in Rio - Copacabana,529105,Alex,,Copacabana,-22.96582,-43.17786,Entire home/apt,203,3,214,2022-04-10,1.63,3,349,14,
203674,"IPANEMA PENTHOUSE,JACUZZI + STUNNING CRISTO VIEWS!",999125,Alastair,,Ipanema,-22.98335,-43.20306,Entire home/apt,1873,5,48,2019-05-07,0.39,1,199,0,
2794718,Apto p/ Copa debruçado sobre o mar,13874508,Lourenco,,Copacabana,-22.9805,-43.18856,Entire home/apt,10000,1,0,,,1,365,0,
20074654,"Av.Atlântica ,  apto luxo  frente  praia, copa .",48720390,Fariza,,Copacabana,-22.97968,-43.18838,Entire home/apt,1000,3,1,2022-01-31,0.21,8,347,1,
340432,Beautiful Apartment in Leblon,1450861,Leila,,Leblon,-22.98173,-43.2247,Entire home/apt,200,5,199,2022-06-06,1.60,5,138,11,
342874,Comfortable in Copacabana beach,829630,Luciana,,Leme,-22.96392,-43.17263,Entire home/apt,152,2,133,2022-06-12,1.07,3,34,29,
210173,"BEAUTIFUL! Spacious,all rooms",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,1576,2,3,2019-10-03,0.02,4,365,0,
623248339576494848,Idílico apartamento 3 quartos frente o mar,91654021,Daniel,,Copacabana,-22.97878,-43.18818,Entire home/apt,699,3,0,,,184,174,0,
2050381,On the beach,9311248,Marcelo,,Leblon,-22.98757,-43.22022,Entire home/apt,1000,2,10,2022-03-01,0.11,1,358,3,
587683636541380545,Apartment João Lira | Rio de Janeiro (RIO161),130642381,Mahnai,,Leblon,-22.98761,-43.22052,Entire home/apt,3150,1,0,,,1,234,0,
37247615,TC402 Vista total praia,164822022,Priscilla,,Copacabana,-22.97811,-43.1879,Entire home/apt,214,2,35,2022-05-09,1.06,35,168,9,
215793,"BEAUTIFUL! Spacious,king room!",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,180,2,34,2022-04-25,0.26,4,197,4,
215878,"Beautiful! Spacious ,Queen Room !!!",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,235,2,30,2020-02-25,0.24,4,78,0,
215887,"BEAUTIFUL! Spacious,TWIN ROOM.",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,200,2,34,2022-01-01,0.26,4,347,2,
216436,STUNNING WEST RIO BEACHES & MNTNS,2182548,Naiana,,Vargem Grande,-22.98271,-43.49074,Entire home/apt,1200,1,6,2022-05-22,0.05,1,176,5,
48227858,Ótimo apart-hotel com toda comodidade! ITAGUAÍ!!,387525952,Nelio,,Santa Cruz,-22.87218,-43.7674,Entire home/apt,200,2,4,2021-12-17,0.26,2,365,1,
48013663,Apartamento 3 quartos na 25 de Agosto,174144662,Rosimar,,Vigário Geral,-22.78832,-43.30709,Entire home/apt,280,3,9,2022-06-11,0.55,1,160,6,
43175551,"Casa aconchegante, sobrado, lugar e limpo.",315289680,Aparecida Cintia,,Santa Cruz,-22.87584,-43.76751,Entire home/apt,120,1,2,2020-10-10,0.09,2,14,0,
546518837052071439,"Itaguaí Flat, garagem, piscina, Spa, academia...",441820639,Ricardo,,Santa Cruz,-22.87166,-43.76908,Entire home/apt,250,1,0,,,1,90,0,
40633605,.,269520968,Gabrielly,,Campo Grande,-22.79941,-43.56887,Entire home/apt,9277,1,0,,,1,365,0,
36306164,Porto Real Resort cobertura espetacular,273041807,Andreia,,Santa Cruz,-22.87738,-43.7378,Entire home/apt,700,2,12,2022-03-21,0.64,1,356,7,
31042191,"Apartamento 2 quartos, piscina, academia, Garagem",231795447,Darke,,Vigário Geral,-22.79851,-43.31993,Entire home/apt,249,3,11,2022-01-02,0.26,2,325,1,
48602856,Apart Hotel Flat La Reserve Barra da Tijuca,40619768,Alex,,Barra da Tijuca,-23.01213,-43.35503,Entire home/apt,254,3,21,2022-06-15,1.52,1,103,17,
13998781,Alugo para olimpíadas 2016,83628764,Isabel,,Recreio dos Bandeirantes,-23.05056,-43.47607,Entire home/apt,750,15,0,,,1,358,0,
16961343,Beach houseThree  rooms recreio dos bandeirantes,79758937,Salene,,Recreio dos Bandeirantes,-23.03477,-43.48429,Entire home/apt,2500,2,0,,,1,362,0,
409038,Copa Penthouse - 1 Bed Studio,1603206,Bob,,Copacabana,-22.96697,-43.18053,Entire home/apt,200,3,12,2022-01-15,0.12,5,246,2,
409183,"Lapa:culture, work and fun in Rio",396108,Gisella,,Santa Teresa,-22.91424,-43.18059,Entire home/apt,71,4,28,2022-06-01,0.25,2,62,6,
416290,"Great single room in Botafogo, RJ",1989397,Dominique,,Botafogo,-22.95411,-43.19469,Private room,200,2,10,2022-02-28,0.09,1,365,1,
419204,LEBLON BEACHFRONT VILLA Apt.4,1319991,Jake,,São Conrado,-22.99626,-43.254,Entire home/apt,620,5,8,2018-12-31,0.07,11,365,0,
344463,Ocean front 2 suite apt + amenities,1762102,Hilda,,Barra da Tijuca,-23.0098,-43.37099,Entire home/apt,539,3,64,2019-11-05,0.54,2,85,0,
346694,"Alugo quarto espaçoso ,com direitos",1612576,Jassanan,,Vila da Penha,-22.84208,-43.31572,Private room,335,1,0,,,1,362,0,
347295,Copa Penthouse Brown & White Suite,1603206,Bob,,Copacabana,-22.96654,-43.18248,Entire home/apt,220,3,73,2020-04-01,0.59,5,101,0,
347820,AMAZING BEACH FRONT IN COPACABANA,235496,Paola E Isak,,Copacabana,-22.98287,-43.18972,Entire home/apt,790,2,298,2022-06-05,2.38,4,253,30,
216461,Comfortable room in Flamengo / RIO,1154263,"Zeilma , Da",,Flamengo,-22.9399,-43.17676,Private room,774,1,0,,,1,365,0,
347883,Virtually On The Beach!!!,1763389,Philip,,Copacabana,-22.98127,-43.18946,Entire home/apt,229,3,219,2022-05-16,1.75,2,214,24,
348330,"High floor modern apartment at GEMINI, with view.",249191,Durval,,Lagoa,-22.97668,-43.19735,Entire home/apt,652,3,20,2022-01-08,0.21,1,302,1,
421001,Confortable charming 3 bedroom,2093718,Elisa,,Humaitá,-22.95733,-43.2031,Entire home/apt,450,5,77,2022-04-25,0.68,1,301,11,
216700,Ótimo quarto perto Cristo Redentor,1118486,Moara,,Laranjeiras,-22.94373,-43.19147,Private room,300,4,20,2020-01-02,0.16,2,364,0,
424916,Room in the middle of Copacabana and Ipanema,2112725,Monica,,Copacabana,-22.98168,-43.19363,Private room,280,1,25,2021-11-15,0.25,4,160,1,
352718,"Copacabana, Posto 06,   Um quarto",1786148,Ricardo,,Copacabana,-22.98127,-43.19215,Private room,500,1,2,2013-02-14,0.02,1,365,0,
219250,Varandão Atelier Lounge Sta. Teresa,1134264,Ricardo,,Santa Teresa,-22.91666,-43.17947,Entire home/apt,190,2,384,2022-06-14,3.14,2,309,34,
355075,Charmosa hospedagem!,1707318,Alessandro,,Flamengo,-22.93527,-43.17834,Private room,1033,1,0,,,1,365,0,
356489,"Copacabana budget studio, 200 m to the beach",524101,Fabiana,,Copacabana,-22.96341,-43.17526,Entire home/apt,210,2,62,2022-05-12,0.59,2,87,2,
220377,Hosts in Rio Master room (double),1142424,Taciana,,Tijuca,-22.9288,-43.24046,Private room,220,1,4,2017-04-06,0.03,2,355,0,
220705,Comfortable room in quiet street,1144461,Rachel,,Copacabana,-22.98246,-43.19376,Private room,300,3,0,,,2,0,0,
357554,EXCELLENT LOCATION IN COPACABANA,1809627,Angelica And Bob,,Copacabana,-22.97369,-43.19022,Entire home/apt,159,3,204,2022-06-01,1.73,3,42,22,
358339,"Best in ""Ipanema Beach""",1812201,Eliane,,Ipanema,-22.98539,-43.19869,Entire home/apt,1291,5,1,2014-06-28,0.01,3,365,0,
358365,Rent a Room at the Ipanema Beach,1812201,Eliane,,Ipanema,-22.98563,-43.20032,Private room,1291,1,0,,,3,365,0,
428798,Aptº em Ipanema - Posto 9 - Rio,2131352,Denise,,Ipanema,-22.98434,-43.20793,Entire home/apt,800,4,20,2020-01-24,0.17,1,172,0,
223073,❤️ MODERN LOFT IN BEST SPOT OF IPANEMA 1 - 120MB❤️,503995,❤️ BrUx ❤️,,Ipanema,-22.9828,-43.20467,Entire home/apt,636,1,421,2022-06-17,3.23,7,347,27,
230989,Nice Flat in Copacabana  Ocean View,1207700,Maria Luiza,,Copacabana,-22.97923,-43.18902,Entire home/apt,150,3,121,2022-06-17,0.94,4,290,18,
360877,COZY APARTMENT IN THE HEART OF COPACABANA,1824379,Roger,,Copacabana,-22.96689,-43.1805,Entire home/apt,233,5,233,2021-11-15,1.86,3,350,6,
231105,"Suite 2 people, beach, events, fun",1208327,Christian,,Jacarepaguá,-22.969053,-43.388355,Entire home/apt,163,3,88,2022-05-18,0.83,4,99,21,
361568,Linda cobertura vista mar Jd Oceânico,1172595,Rafaela,,Barra da Tijuca,-23.01524,-43.30342,Entire home/apt,500,3,6,2020-12-15,0.07,2,171,0,
361569,Wonderful penthouse in Garden Ocean,1172595,Rafaela,,Barra da Tijuca,-23.01469,-43.3008,Entire home/apt,550,3,31,2021-01-26,0.25,2,171,0,
433821,CHARMING APARTMENT IPANEMA 200 DAY,2155937,André,,Ipanema,-22.98439,-43.19963,Entire home/apt,250,3,31,2022-02-13,0.25,1,0,2,
231497,Nice big studio in Copacabana,1207700,Maria Luiza,,Copacabana,-22.98238,-43.19215,Entire home/apt,160,3,68,2022-05-28,0.53,4,267,15,
231516,Apartment on Copacabana beach,1207700,Maria Luiza,,Copacabana,-22.97787,-43.18792,Entire home/apt,350,3,29,2016-08-21,0.22,4,156,0,
236991,PRAIA DE COPACABANA!!   1 BLOCK FROM THE BEACH,1241662,Nilda,,Copacabana,-22.96488,-43.17478,Entire home/apt,130,5,47,2022-05-17,0.46,2,142,23,
435728,Spacious room in Copacabana!,1738680,Guilherme,,Copacabana,-22.97908,-43.19012,Entire home/apt,109,2,95,2022-02-21,0.84,1,0,3,
365578,2 br noble placement in copacabana.,1834286,Carlos,,Copacabana,-22.97537,-43.18631,Entire home/apt,250,2,283,2022-02-06,2.27,3,51,22,
238802,EXCELLENT TWO BEDROOM APARTMENT IN COPACABANA,235496,Paola E Isak,,Copacabana,-22.96386,-43.17757,Entire home/apt,384,2,55,2022-05-22,0.43,4,347,12,
239531,Bedroom and sea view  surrounded with everything,792218,Levy,,Copacabana,-22.96434,-43.17563,Entire home/apt,172,2,95,2022-04-03,0.74,10,359,7,
245341,Priviledge location in Rio,1286915,Luciane,,Glória,-22.92072,-43.17953,Entire home/apt,429,2,6,2016-02-20,0.06,1,364,0,
368146,Ótimo Apartamento em Ipanema,1858602,Silvia,,Ipanema,-22.98657,-43.19549,Entire home/apt,165,3,227,2022-06-06,1.82,2,235,39,
371950,Excelente Apartamento em Ipanema,1858602,Silvia,,Ipanema,-22.98485,-43.1972,Entire home/apt,250,2,324,2022-06-06,2.60,2,211,46,
436868,COPACABANA/LAPA 10minutes excelent,2169494,Elen Salles,,Flamengo,-22.93359,-43.17734,Entire home/apt,800,4,46,2019-07-16,0.38,1,362,0,
438767,The best 3 bedroons in Leblon/Rio,530231,Yaya,,Leblon,-22.97957,-43.22572,Entire home/apt,555,2,11,2021-11-15,0.09,5,359,1,
440183,"Wonderfull Rio, on the hills!",496656,Marcia  Longras,,Laranjeiras,-22.93436,-43.19292,Private room,80,8,9,2020-01-03,0.10,9,232,0,
441118,"IPANEMA, NICE STUDIOS, tv cabo",4307081,Nereu A,,Ipanema,-22.98479,-43.19978,Entire home/apt,620,1,5,2013-05-20,0.04,56,365,0,
441119,Ipanema 205  beach block internet,4307081,Nereu A,,Ipanema,-22.98463,-43.19917,Entire home/apt,310,2,38,2022-04-28,0.31,56,356,1,
245951,Luxury Apartment in Copacabana,1289982,Carnaval Turismo,,Copacabana,-22.96704,-43.18201,Entire home/apt,250,3,13,2019-03-08,0.10,1,348,0,
441712,2 quartos pertinho da Lagoa (apenas temporada),1273774,Elisa,,Humaitá,-22.96028,-43.20327,Entire home/apt,180,2,19,2022-05-26,0.16,1,286,4,
380887,COPACABANA ENTRE AS PRAIAS DE IPANEMA E ARPOADOR,1910409,Leandro,,Copacabana,-22.98419,-43.19254,Entire home/apt,240,5,53,2022-06-19,1.67,1,34,31,
247052,Christ the Redeemer View,1295841,Osmar,,Botafogo,-22.95665,-43.18481,Entire home/apt,336,5,0,,,1,171,0,
442509,Price per person Sugar Loaf Flamengo Beach,1693952,Katia,,Glória,-22.92114,-43.17481,Private room,106,3,88,2022-04-29,0.72,2,341,7,
444101,A Summer Place in Rio.,2206207,Guacira,,Botafogo,-22.94478,-43.18134,Private room,160,3,55,2020-02-25,0.45,1,353,0,
247779,Cozy Apartment in Ipanema!,1298591,Karina,,Copacabana,-22.9851,-43.1932,Entire home/apt,170,2,140,2022-02-21,1.10,2,9,12,
444250,Charming Apartment Steps from Copacabana Beach,2206934,Delma,,Copacabana,-22.97237,-43.18761,Entire home/apt,309,4,130,2022-06-12,1.07,1,288,23,
447602,Copacabana near subway and beach ★★★★★ - 3,2112725,Monica,,Copacabana,-22.98168,-43.19363,Private room,321,1,7,2020-02-27,0.06,4,142,0,
449040,SUITE / GARAGE - VIP AREA IN RIO,1726378,Maria,,Jardim Botânico,-22.95756,-43.20506,Private room,206,7,1,2016-02-28,0.01,1,364,0,
391835,Charming big apart in the best area in Ipanema!,1298591,Karina,,Ipanema,-22.98494,-43.2062,Entire home/apt,500,3,10,2022-04-25,0.09,2,133,8,
248756,Copacabana 1 block away from beach,804664,Bernardo,,Copacabana,-22.98029,-43.19054,Entire home/apt,350,3,132,2022-05-15,1.02,1,152,8,
392267,HOLIDAY IN RIO 2022,1961007,Márcio,,Centro,-22.9114,-43.17583,Entire home/apt,89,3,118,2022-06-10,0.97,1,97,31,
396849,3 bedrooms in Leblon,1982737,Estadia,,Leblon,-22.980856,-43.2206,Entire home/apt,463,2,125,2022-05-28,1.01,82,86,12,
449177,"APARTMENT NEAR TO GO TO ""ROCK IN RIO""!!",2206708,Lilian E Cadu,,Vargem Pequena,-22.99124,-43.47979,Private room,309,5,1,2019-04-28,0.03,1,363,0,
449391,Penthouse #3! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.98115,-43.19109,Private room,98,5,33,2022-06-11,0.27,3,311,10,
452494,Cozy apt in Copa with Special Olympics deal!!,2248256,Leni,,Copacabana,-22.98518,-43.19151,Entire home/apt,336,4,0,,,1,171,0,
452500,Kaza Rio Hostel room up to 6 people,2248279,Kaza Rio,,Estácio,-22.91488,-43.2093,Hotel room,65,1,6,2022-01-12,0.07,6,0,1,
249323,"Designer beachfront apt, safe loc",1306210,Raphael,,Copacabana,-22.976,-43.18838,Entire home/apt,645,1,99,2022-05-08,0.77,1,288,17,
453069,Bit of sky in the heart of Ipanema,302928,Ingrid E Diogo,,Ipanema,-22.98292,-43.20923,Private room,290,1,19,2020-03-13,0.17,1,81,0,
655106,3 bedroom in the heart of Ipanema,3297294,Christophe,,Ipanema,-22.98274,-43.19997,Entire home/apt,500,3,20,2022-04-24,0.21,1,234,1,
464220,Studio in Nice Location (Flamengo),2306760,Gustavo E Patrícia,,Laranjeiras,-22.93615,-43.1803,Entire home/apt,147,3,76,2022-02-13,0.62,2,352,2,
658035,Amazing View Apt in Copacabana,2516002,Claudia,,Copacabana,-22.96882,-43.18073,Entire home/apt,455,2,326,2022-05-30,2.77,2,133,22,
465227,Home sweet home at the Rio Lagoon,2311421,Mario,,Humaitá,-22.95907,-43.20346,Private room,420,3,7,2021-12-10,0.06,1,365,1,
397397,Comfortable apartment in Sta Teresa Rio de Janeiro,1548126,Ania,,Santa Teresa,-22.91633,-43.18335,Entire home/apt,165,2,13,2022-05-02,0.28,1,0,2,
398226,Suíte total independente no Joá,149407,Ricardo,,São Conrado,-22.99901,-43.27469,Private room,600,1,0,,,5,365,0,
660717,Ace Suítes Inn Botafogo,3214921,Giovanna,,Botafogo,-22.94826,-43.18227,Private room,239,1,5,2022-05-14,0.42,2,363,5,
400326,Cool & Cozy Apartment in Copacabana,1998370,Jean,,Copacabana,-22.96714,-43.18372,Entire home/apt,239,1,152,2022-03-14,1.24,4,353,4,
465251,Copacabana Beach 3 Rooms APT Posto 5 Best of RJ,2308396,Inês,,Copacabana,-22.97888,-43.18997,Entire home/apt,757,5,58,2022-04-27,0.50,1,28,5,
466477,ipanema Beach 801,4307081,Nereu A,,Copacabana,-22.98495,-43.1926,Private room,361,3,17,2021-01-04,0.15,56,362,0,
669012,"COPA 53 close to the beach, studio",4307081,Nereu A,,Copacabana,-22.97436,-43.18951,Entire home/apt,413,3,0,,,56,362,0,
669421,Apartment one block from Arpoador.,3389660,Lena,,Copacabana,-22.9816,-43.19361,Entire home/apt,150,1,81,2022-04-17,0.69,1,319,9,
473180,"Modern, bright, quiet Copacabana Loft Apartment",2346349,Martin,,Copacabana,-22.98253,-43.19014,Entire home/apt,568,6,9,2019-09-02,0.09,1,282,0,
480220,COZY STUDIO IN IPANEMA,1430897,Flavia & Nando,,Ipanema,-22.98583,-43.19374,Entire home/apt,220,7,118,2022-05-01,0.98,2,261,5,
404674,"In the heart of our beautiful city…Oh, yeah!",261954,Elisa,,Flamengo,-22.93974,-43.17496,Private room,325,30,115,2017-03-02,0.93,3,88,0,
404771,Apartamento Copacabana posto 6,1409553,Heloisa,,Copacabana,-22.98332,-43.1911,Entire home/apt,500,5,15,2022-04-25,0.13,1,348,5,
